,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9104477611940298,0.953125,67.0
4,1.0,1.0,1.0,66.0
5,1.0,1.0,1.0,74.0
6,0.9130434782608695,1.0,0.9545454545454546,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9942028985507246,0.9940298507462687,0.993844696969697,939.0
weighted avg,0.9941658563689401,0.9936102236421726,0.9936056854487365,939.0
