SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,5C-5A-C7-36-31-49,802.11g/n,-86,24,24.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:15:14,24,24,802.11d/e/h/i/r,No,13,13.7%,FR,,2
,5C-5A-C7-0C-55-E4,802.11g/n,-70,67,67.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:12:38,67,67,802.11d/e/h/i/r,No,5,18.8%,FR,,9
,5C-5A-C7-28-72-04,802.11g/n,-81,35,35.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:25:25,35,35,802.11d/e/h/i/r,No,4,31.8%,FR,,3
,E4-AA-5D-3E-E7-54,802.11g/n,-77,46,46.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:43:01,46,46,802.11d/e/i/r,No,0,37.6%,FR,,1
,5C-5A-C7-28-87-04,802.11g/n,-71,65,65.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:11:43,65,65,802.11d/e/h/i/r,No,11,40.8%,FR,,3
,5C-5A-C7-27-30-A9,802.11g/n,-92,13,13.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/03/2024 19:11:39,13,13,802.11d/e/h/i/r,No,7,42.0%,FR,,5
,00-27-E3-27-93-D4,802.11g/n,-88,20,20.0,"2,462",11,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 10:51:11,20,20,802.11d/e/i/r,No,1,44.7%,FR,,6
,84-B2-61-15-36-34,802.11g/n,-86,24,24.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:37:38,24,24,802.11d/e/i/r,No,0,54.5%,FR,,7
,5C-5A-C7-28-87-0B,802.11n/ac,-73,60,60.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:11:51,60,60,802.11d/e/h/i/r,No,3,0.8%,FR,,3
,84-B2-61-08-E9-39,802.11g/n,-73,60,60.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:36:10,60,60,802.11d/e/i/r,No,0,38.8%,FR,,8
,5C-5A-C7-28-72-44,802.11g/n,-89,18,18.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:14:10,18,18,802.11d/e/h/i/r,No,7,22.0%,FR,,3
,5C-5A-C7-0C-55-EB,802.11n/ac,-71,65,65.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:12:47,65,65,802.11d/e/h/i/r,No,0,0.8%,FR,,9
,AC-2A-A1-7F-2A-4A,802.11g/n/ax,-85,26,26.0,"2,462",11,265,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,14/03/2025 09:54:52,26,26,802.11d/e/h/i/r,No,1,3.5%,FR,,10
,E4-AA-5D-3E-CE-E9,802.11g/n,-89,18,18.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:32:55,18,18,802.11d/e/i/r,No,0,29.4%,FR,,4
,84-B2-61-08-E9-36,802.11n/ac,-67,75,75.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,26/02/2025 10:30:08,75,75,802.11d/e/i/r,No,1,0.0%,FR,,8
eduroam,AC-2A-A1-7F-2A-42,802.11g/n/ax,-83,31,31.0,"2,462",11,252,21,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,14/03/2025 09:54:52,31,31,802.11d/e/h/i/r,No,0,3.5%,FR,,10
eduroam,5C-5A-C7-36-31-42,802.11g/n,-86,24,24.0,"2,437",6,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:15:14,24,24,802.11d/e/h/i/r,No,13,8.6%,FR,,2
eduroam,84-B2-61-15-36-31,802.11g/n,-84,29,29.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:37:38,29,29,802.11d/e/i/r,No,0,54.5%,FR,,7
eduroam,5C-5A-C7-28-87-0E,802.11n/ac,-73,60,60.0,"5,260",52,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:11:51,60,60,802.11d/e/h/i/r,No,3,0.8%,FR,,3
eduroam,5C-5A-C7-28-72-0E,802.11n/ac,-86,24,24.0,"5,260",52,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:21:05,24,24,802.11d/e/h/i/r,No,0,5.9%,FR,,3
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-68,72,72.0,"5,240",48,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,26/02/2025 10:30:08,72,72,802.11d/e/i/r,No,1,0.0%,FR,,8
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-87,22,22.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:08:39,14/03/2025 19:08:39,1,18/07/2023 09:32:55,22,22,802.11d/e/i/r,No,0,21.6%,FR,,4
