SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-08-E9-39,802.11g/n,-78,43,43.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:36:10,43,43,802.11d/e/i/r,No,0,54.1%,FR,,1
,5C-5A-C7-0C-55-E4,802.11g/n,-66,78,78.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:12:38,78,78,802.11d/e/h/i/r,No,7,46.7%,FR,,2
,B2-A3-BC-6C-08-53,802.11n/ac/ax,-79,40,40.0,"5,220",44,369,24,,,,WPA2-PSK + WPA3-Personal,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,,40,40,802.11d/h/i,No,,,FR,,
,5C-5A-C7-0C-55-EB,802.11n/ac,-63,81,81.0,"5,200",40,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:12:47,81,81,802.11d/e/h/i/r,No,16,28.6%,FR,,2
,84-B2-61-08-E9-36,802.11n/ac,-78,43,43.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,26/02/2025 10:30:08,43,43,802.11d/e/i/r,No,18,3.5%,FR,,1
,12-3E-58-F5-F2-0B,802.11n/ac/ax,-76,50,50.0,"5,220",44,362,23,,,,WPA2-PSK,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,,50,50,802.11d/h/i,No,,,FR,,
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-69,70,70.0,"5,240",48,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,26/02/2025 10:30:08,70,70,802.11d/e/i/r,No,19,4.7%,FR,,1
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-66,78,78.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:12:38,78,78,802.11d/e/h/i/r,No,7,46.7%,FR,,2
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-55,85,85.0,"5,200",40,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:12:47,85,85,802.11d/e/h/i/r,No,15,34.9%,FR,,2
eduroam,84-B2-61-08-E9-32,802.11g/n,-77,46,46.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:21:42,14/03/2025 10:21:42,1,18/07/2023 09:36:10,46,46,802.11d/e/i/r,No,0,52.5%,FR,,1
