train_loss,train_acc,val_loss,val_acc
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
,0.05543710021321962,,0.06751824817518248
