SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,E4-AA-5D-3E-E7-5B,802.11n/ac,-84,29,29.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,12/03/2025 08:12:21,29,29,802.11d/e/i/r,No,96,19.2%,FR,,1
,A6-3D-4F-30-F1-61,802.11g/n,-76,50,50.0,"2,437",6,206,17,,,,WPA2-PSK,CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,,50,50,802.11d/h/i,No,,,FR,,
,5C-5A-C7-0C-55-EB,802.11n/ac,-72,62,62.0,"5,200",40,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:12:47,62,62,802.11d/e/h/i/r,No,15,27.8%,FR,,4
,84-B2-61-08-E9-39,802.11g/n,-69,70,70.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:36:10,70,70,802.11d/e/i/r,No,0,59.2%,FR,,5
,E4-AA-5D-3E-CE-E9,802.11g/n,-81,35,35.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:32:55,35,35,802.11d/e/i/r,No,2,34.9%,FR,,3
,5C-5A-C7-0C-55-E4,802.11g/n,-61,82,82.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:12:38,82,82,802.11d/e/h/i/r,No,8,28.6%,FR,,4
,84-B2-61-08-E9-36,802.11n/ac,-67,75,75.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,26/02/2025 10:30:08,75,75,802.11d/e/i/r,No,23,5.5%,FR,,5
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-65,80,80.0,"5,200",40,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:12:47,80,80,802.11d/e/h/i/r,No,13,28.6%,FR,,4
eduroam,84-B2-61-15-03-42,802.11g/n,-81,35,35.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:32:19,35,35,802.11d/e/i/r,No,3,36.9%,FR,,2
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-82,33,33.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:32:55,33,33,802.11d/e/i/r,No,2,34.9%,FR,,3
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-61,82,82.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:29:47,14/03/2025 10:29:47,1,18/07/2023 09:12:38,82,82,802.11d/e/h/i/r,No,8,28.6%,FR,,4
