train_loss,train_acc,val_loss,val_acc
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
,0.04487179487179487,,0.0660042583392477
