SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-36-3B,802.11n/ac,-67,75,75.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:37:21,75,75,802.11d/e/i/r,No,5,0.8%,FR,,9
,5C-5A-C7-28-87-04,802.11g/n,-81,35,35.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:11:43,35,35,802.11d/e/h/i/r,No,10,38.8%,FR,,6
,AC-2A-A1-7E-E3-49,802.11g/n/ax,-83,31,31.0,"2,412",1,269,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,288 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,12/03/2025 18:32:30,31,31,802.11d/e/h/i/r,No,0,38.4%,FR,,4
,5C-5A-C7-27-33-2B,802.11n/ac,-83,31,31.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:21:55,31,31,802.11d/e/h/i/r,No,10,2.0%,FR,,7
,5C-5A-C7-28-72-0B,802.11n/ac,-78,43,43.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:21:05,43,43,802.11d/e/h/i/r,No,9,2.7%,FR,,6
,00-27-E3-27-B4-46,802.11n/ac,-83,31,31.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,867 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,13/06/2024 08:58:35,31,31,802.11d/e/i/r,No,1,1.2%,FR,,5
,5C-5A-C7-0C-55-E4,802.11g/n,-66,78,78.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:12:38,78,78,802.11d/e/h/i/r,No,5,18.8%,FR,,10
,84-B2-61-15-03-49,802.11g/n,-90,16,16.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:32:19,16,16,802.11d/e/i/r,No,0,14.1%,FR,,3
,84-B2-61-15-36-34,802.11g/n,-80,38,38.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:37:38,38,38,802.11d/e/i/r,No,0,54.9%,FR,,9
,E4-AA-5D-3E-E7-54,802.11g/n,-82,33,33.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:43:00,33,33,802.11d/e/i/r,No,1,44.3%,FR,,11
,84-B2-61-08-E9-36,802.11n/ac,-79,40,40.0,"5,240",48,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,26/02/2025 10:30:08,40,40,802.11d/e/i/r,No,0,0.0%,FR,,8
,5C-5A-C7-27-30-A9,802.11g/n,-90,16,16.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/03/2024 19:11:39,16,16,802.11d/e/h/i/r,No,7,44.7%,FR,,1
,84-B2-61-08-E9-39,802.11g/n,-85,26,26.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:36:10,26,26,802.11d/e/i/r,No,0,36.5%,FR,,8
,5C-5A-C7-28-72-04,802.11g/n,-71,65,65.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:38:09,14/03/2025 18:38:09,1,18/07/2023 09:25:25,65,65,802.11d/e/h/i/r,No,4,35.7%,FR,,6
