SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-36-34,802.11g/n,-89,18,18.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:37:38,18,18,802.11d/e/i/r,No,0,52.5%,FR,,15
,5C-5A-C7-0F-F8-E4,802.11g/n,-90,16,16.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:10:08,16,16,802.11d/e/h/i/r,No,3,25.9%,FR,,10
,70-DB-98-EE-25-34,802.11g/n,-83,31,31.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 10:51:45,31,31,802.11d/e/i/r,No,0,48.6%,FR,,9
,00-27-E3-07-B4-B9,802.11g/n,-86,24,24.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,26/02/2025 13:52:18,24,24,802.11d/e/i/r,No,0,34.1%,FR,,4
,5C-5A-C7-36-31-46,802.11n/ac,-87,22,22.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:14:26,22,22,802.11d/e/h/i/r,No,0,0.8%,FR,,1
,AC-2A-A1-7F-2A-4A,802.11g/n/ax,-80,38,38.0,"2,462",11,265,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,14/03/2025 09:54:52,38,38,802.11d/e/h/i/r,No,2,5.9%,FR,,6
,E4-AA-5D-3E-E7-54,802.11g/n,-86,24,24.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:43:00,24,24,802.11d/e/i/r,No,0,33.7%,FR,,2
,5C-5A-C7-28-72-44,802.11g/n,-91,14,14.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:14:10,14,14,802.11d/e/h/i/r,No,8,28.6%,FR,,3
,00-27-E3-27-B4-49,802.11g/n,-90,16,16.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:39:49,16,16,802.11d/e/i/r,No,0,18.8%,FR,,16
,5C-5A-C7-28-72-04,802.11g/n,-81,35,35.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:54:17,14/03/2025 18:54:17,1,18/07/2023 09:25:25,35,35,802.11d/e/h/i/r,No,4,37.6%,FR,,3
