,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9104477611940298,0.953125,67.0
4,0.9428571428571428,1.0,0.9705882352941176,66.0
5,0.9736842105263158,1.0,0.9866666666666667,74.0
6,1.0,1.0,1.0,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9944360902255639,0.9940298507462687,0.9940253267973856,939.0
weighted avg,0.9939096943637048,0.9936102236421726,0.9935373076280565,939.0
