SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,5C-5A-C7-28-87-04,802.11g/n,-86,24,24.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:11:42,24,24,802.11d/e/h/i/r,No,10,38.8%,FR,,4
,E4-AA-5D-3E-E7-54,802.11g/n,-87,22,22.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:43:00,22,22,802.11d/e/i/r,No,0,35.7%,FR,,1
,00-27-E3-27-B4-49,802.11g/n,-80,38,38.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:39:49,38,38,802.11d/e/i/r,No,0,14.1%,FR,,3
,5C-5A-C7-27-30-A9,802.11g/n,-82,33,33.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/03/2024 19:11:39,33,33,802.11d/e/h/i/r,No,7,37.6%,FR,,2
,5C-5A-C7-28-72-04,802.11g/n,-73,60,60.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:25:25,60,60,802.11d/e/h/i/r,No,4,40.8%,FR,,4
,5C-5A-C7-27-33-2B,802.11n/ac,-86,24,24.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:21:55,24,24,802.11d/e/h/i/r,No,13,2.7%,FR,,5
,84-B2-61-15-36-3B,802.11n/ac,-69,70,70.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:37:21,70,70,802.11d/e/i/r,No,6,1.2%,FR,,7
,00-27-E3-27-B4-46,802.11n/ac,-84,29,29.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,867 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,13/06/2024 08:58:35,29,29,802.11d/e/i/r,No,2,3.9%,FR,,3
,5C-5A-C7-0C-55-E4,802.11g/n,-84,29,29.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:12:38,29,29,802.11d/e/h/i/r,No,5,23.9%,FR,,8
,5C-5A-C7-27-33-24,802.11g/n,-90,16,16.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:52:12,14/03/2025 18:52:12,1,18/07/2023 09:21:59,16,16,802.11d/e/h/i/r,No,3,23.9%,FR,,5
