SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-36-34,802.11g/n,-78,43,43.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:37:38,43,43,802.11d/e/i/r,No,0,49.0%,FR,,7
,5C-5A-C7-36-31-49,802.11g/n,-90,16,16.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:15:14,16,16,802.11d/e/h/i/r,No,13,8.6%,FR,,1
,5C-5A-C7-27-33-2B,802.11n/ac,-85,26,26.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:21:55,26,26,802.11d/e/h/i/r,No,11,0.8%,FR,,5
,84-B2-61-08-E9-39,802.11g/n,-70,67,67.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:36:10,67,67,802.11d/e/i/r,No,0,37.3%,FR,,6
,00-27-E3-27-B4-49,802.11g/n,-80,38,38.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:39:49,38,38,802.11d/e/i/r,No,0,19.6%,FR,,3
,5C-5A-C7-27-30-A9,802.11g/n,-88,20,20.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/03/2024 19:11:39,20,20,802.11d/e/h/i/r,No,7,43.9%,FR,,2
,5C-5A-C7-28-72-04,802.11g/n,-73,60,60.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:25:25,60,60,802.11d/e/h/i/r,No,4,34.9%,FR,,4
,5C-5A-C7-28-72-0B,802.11n/ac,-75,53,53.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:21:05,53,53,802.11d/e/h/i/r,No,5,3.9%,FR,,4
,00-27-E3-27-B4-46,802.11n/ac,-83,31,31.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,867 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,13/06/2024 08:58:35,31,31,802.11d/e/i/r,No,0,2.0%,FR,,3
,84-B2-61-15-36-3B,802.11n/ac,-62,81,81.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:49:40,14/03/2025 18:49:40,1,18/07/2023 09:37:21,81,81,802.11d/e/i/r,No,6,1.2%,FR,,7
