SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-08-E9-36,802.11n/ac,-73,60,60.0,"5,240",48,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,26/02/2025 10:30:08,60,60,802.11d/e/i/r,No,0,0.0%,FR,,7
,5C-5A-C7-36-31-49,802.11g/n,-86,24,24.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:15:14,24,24,802.11d/e/h/i/r,No,12,8.6%,FR,,2
,5C-5A-C7-28-87-04,802.11g/n,-69,70,70.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:11:42,70,70,802.11d/e/h/i/r,No,10,40.8%,FR,,3
,5C-5A-C7-28-72-04,802.11g/n,-88,20,20.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:25:25,20,20,802.11d/e/h/i/r,No,4,29.8%,FR,,3
,84-B2-61-08-E9-39,802.11g/n,-77,46,46.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:36:10,46,46,802.11d/e/i/r,No,0,37.3%,FR,,7
,5C-5A-C7-28-72-44,802.11g/n,-90,16,16.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:14:10,16,16,802.11d/e/h/i/r,No,8,22.0%,FR,,3
,E4-AA-5D-3E-E7-54,802.11g/n,-90,16,16.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:43:00,16,16,802.11d/e/i/r,No,0,36.1%,FR,,1
,00-27-E3-27-93-D4,802.11g/n,-84,29,29.0,"2,462",11,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 10:51:11,29,29,802.11d/e/i/r,No,2,44.3%,FR,,5
,5C-5A-C7-28-87-0B,802.11n/ac,-82,33,33.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:11:51,33,33,802.11d/e/h/i/r,No,3,0.8%,FR,,3
,5C-5A-C7-0C-55-EB,802.11n/ac,-73,60,60.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 19:01:33,14/03/2025 19:01:33,1,18/07/2023 09:12:47,60,60,802.11d/e/h/i/r,No,0,0.8%,FR,,8
