SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,E4-AA-5D-FD-23-A4,802.11g/n,-88,20,20.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,25/09/2024 08:56:51,20,20,802.11d/e/i/r,No,2,28.6%,FR,,1
,AC-2A-A1-7E-E3-49,802.11g/n/ax,-83,31,31.0,"2,412",1,269,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,288 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,12/03/2025 18:32:30,31,31,802.11d/e/h/i/r,No,0,38.4%,FR,,6
,5C-5A-C7-27-33-2B,802.11n/ac,-84,29,29.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:21:55,29,29,802.11d/e/h/i/r,No,10,2.7%,FR,,7
,5C-5A-C7-28-72-0B,802.11n/ac,-71,65,65.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:21:05,65,65,802.11d/e/h/i/r,No,9,4.7%,FR,,3
,84-B2-61-15-36-34,802.11g/n,-83,31,31.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:37:38,31,31,802.11d/e/i/r,No,0,54.1%,FR,,9
,E4-AA-5D-3E-E7-54,802.11g/n,-84,29,29.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:43:01,29,29,802.11d/e/i/r,No,1,38.0%,FR,,11
,00-27-E3-27-B4-49,802.11g/n,-80,38,38.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:39:49,38,38,802.11d/e/i/r,No,2,19.2%,FR,,2
,5C-5A-C7-28-72-04,802.11g/n,-75,53,53.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:25:25,53,53,802.11d/e/h/i/r,No,5,37.6%,FR,,3
,5C-5A-C7-0C-55-E4,802.11g/n,-74,57,57.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:12:38,57,57,802.11d/e/h/i/r,No,5,22.7%,FR,,10
,00-27-E3-27-B4-46,802.11n/ac,-85,26,26.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,867 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,13/06/2024 08:58:35,26,26,802.11d/e/i/r,No,1,2.0%,FR,,2
,5C-5A-C7-27-30-A9,802.11g/n,-86,24,24.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/03/2024 19:11:39,24,24,802.11d/e/h/i/r,No,7,51.8%,FR,,4
,84-B2-61-15-03-49,802.11g/n,-91,14,14.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:32:19,14,14,802.11d/e/i/r,No,0,13.3%,FR,,5
,84-B2-61-08-E9-39,802.11g/n,-75,53,53.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:36:10,53,53,802.11d/e/i/r,No,0,58.4%,FR,,8
,5C-5A-C7-27-33-24,802.11g/n,-85,26,26.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:21:59,26,26,802.11d/e/h/i/r,No,3,20.0%,FR,,7
,84-B2-61-08-E9-36,802.11n/ac,-76,50,50.0,"5,240",48,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,26/02/2025 10:30:08,50,50,802.11d/e/i/r,No,0,0.0%,FR,,8
,5C-5A-C7-0C-55-EB,802.11n/ac,-74,57,57.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:12:47,57,57,802.11d/e/h/i/r,No,0,0.8%,FR,,10
,5C-5A-C7-28-87-04,802.11g/n,-91,14,14.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:39:21,14/03/2025 18:39:21,1,18/07/2023 09:11:42,14,14,802.11d/e/h/i/r,No,10,49.8%,FR,,3
